id,date,name,number,firstpro,pro,pronum,signnum,news,firstpar,firstdis
801413,1040116,刑事訴訟法第二百三十九條條文修正草案,委17456,李應元,李應元,1,15,38,民進黨,不分區立委
801847,1030418,使用牌照稅法第七條條文修正草案,616委16138,李應元,李應元,1,15,18,民進黨,不分區立委
801909,1030411,兩岸協議監督條例草案,1374委16215,李應元,李應元,1,15,11,民進黨,不分區立委
801997,1030314,房屋稅條例第五條條文修正草案,39委16101,李應元,李應元,1,15,78,民進黨,不分區立委
802110,1030418,所得稅法部分條文修正草案,225委16157,李應元,李應元,1,15,1013,民進黨,不分區立委
802147,1030530,法院組織法刪除第六十三條之一條文草案,647委16920,李應元,李應元,1,15,75,民進黨,不分區立委
802216,1021025,社會救助法第五條之一條文修正草案,1037委15522,李應元,李應元,1,15,1,民進黨,不分區立委
802351,1030314,保險法部分條文修正草案,464委16100,李應元,李應元,1,15,606,民進黨,不分區立委
802406,1040116,政府資訊公開法第十九條之一及第二十二條條文修正草案,1606委17455,李應元,李應元,1,15,7,民進黨,不分區立委
802418,1030530,政治獻金法第二十一條條文修正草案,1044委16919,李應元,李應元,1,15,189,民進黨,不分區立委
803043,1040116,動物保護法部分條文修正草案,1749委17445,李應元,李應元,1,15,24,民進黨,不分區立委
803385,1030418,條約締結法草案,1394委16216,李應元,李應元,1,15,26,民進黨,不分區立委
803457,1030418,貨物稅條例第十二條及第十二條之二條文修正草案,184委16184,李應元,李應元,1,15,42,民進黨,不分區立委
804619,1021206,臺灣地區與大陸地區人民關係條例刪除第二十六條條文草案,1554委15694,李應元,李應元,1,15,6,民進黨,不分區立委
805006,1040116,檔案法部分條文修正草案,1563委17457,李應元,李應元,1,15,2,民進黨,不分區立委
800293,1040116,中華民國刑法第二百七十七條及第二百八十七條條文修正草案,委17447,周倪安,周倪安,1,15,14,台聯,不分區立委
805198,1040122,醫師法第二十八條條文修正草案,214委17479,周倪安,周倪安,1,15,1,台聯,不分區立委
805460,1040122,警察職權行使法部分條文修正草案,915委17478,周倪安,周倪安,1,15,19,台聯,不分區立委
800191,1030912,不動產估價師法第八條條文修正草案,委16924,林佳龍,林佳龍,1,15,5,民進黨,區域立委
802098,1030530,所得稅法第四條條文修正草案,225委16502,林佳龍,林佳龍,1,15,141,民進黨,區域立委
800569,1030530,公務人員任用法第二十七條及第二十八條條文修正草案,委16523,林岱樺,林岱樺,1,15,13,民進黨,區域立委
800078,1010518,土石採取法第三條及第三十六條條文修正草,委13544,林明溱,林明溱,1,15,1,國民黨,區域立委
803159,1010413,國防法第三十一條條文修正草案,850委13118,林郁方,林郁方,1,15,4,國民黨,區域立委
801689,1040106,住宅法第三條及第十四條之一條文修正草案,委17385,林國正,林國正,1,15,66,國民黨,區域立委
802841,1021220,消防法增訂第十三條之一及第四十條之一條文草案,1301委15905,林國正,林國正,1,15,0,國民黨,區域立委
805039,1010601,環境資源部化學安全管理署組織法草案,1204委13711,林國正,林國正,1,15,0,國民黨,區域立委
805475,1031226,護理人員法部分條文修正草案,1155委17326,林國正,林國正,1,15,5,國民黨,區域立委
800149,1010406,大學法第三十五條條文修正草案,委13212,林淑芬,林淑芬,1,15,79,民進黨,區域立委
801197,1041016,生產事故補償條例草案,委18024,林淑芬,林淑芬,1,15,11,民進黨,區域立委
801783,1021115,私立學校法增訂第五十五條之一條文草案,委15569,林淑芬,林淑芬,1,15,13,民進黨,區域立委
802992,1010406,高級中學法第六條之二條文修正草案,1016委13211,林淑芬,林淑芬,1,15,8,民進黨,區域立委
804960,1021206,學校衛生法第二十三條條文修正草案,1604委15699,林淑芬,林淑芬,1,15,14,民進黨,區域立委
801332,1030502,全民防衛動員準備法部分條文修正草案,委16313,邱志偉,邱志偉,1,15,4,民進黨,區域立委
801705,1030502,兵役法施行法部分條文修正草案,委16312,邱志偉,邱志偉,1,15,8,民進黨,區域立委
802063,1030502,所得稅法第十七條條文修正草案,225委16311,邱志偉,邱志偉;許智傑;李昆澤 ;陳歐珀;何欣純,1,15,867,民進黨,區域立委
803580,1011221,陸海空軍軍官士官服役條例第三十六條條文修正草案,1061委14485,邱志偉,邱志偉,1,15,63,民進黨,區域立委
803596,1020503,陸海空軍軍官士官服役條例增訂第三十二條之一條文草案,1061委14875,邱志偉,邱志偉,1,15,63,民進黨,區域立委
804088,1020104,發展觀光條例第五十五條條文修正草案,822委14567,邱志偉,邱志偉,1,15,37,民進黨,區域立委
804173,1020104,菸酒管理法第四條條文修正草案,1746委14570,邱志偉,邱志偉,1,15,64,民進黨,區域立委
805481,1030502,鐵路法第七十條條文修正草案,380委16319,邱志偉,邱志偉,1,15,21,民進黨,區域立委
801476,1040224,地方制度法第十條及第十一條條文修正草案,委17494,邱議瑩,邱議瑩,1,15,62,民進黨,區域立委
805117,1040925,殯葬管理條例部分條文修正草案,1138委17989,邱議瑩,邱議瑩,1,15,1,民進黨,區域立委
800122,1040612,大眾捷運法增訂第十三條之二條文草案,委17867,姚文智,姚文智,1,15,2,民進黨,區域立委
800317,1020524,中華民國刑法第八十條條文修正草案,委15109,姚文智,姚文智,1,15,13,民進黨,區域立委
800942,1021213,水土保持法第十四條之一條文修正草案,委15842,姚文智,姚文智,1,15,28,民進黨,區域立委
800945,1041127,水污染防治法第十三條條文修正草案,委18148,姚文智,姚文智,1,15,5,民進黨,區域立委
802421,1020531,政治獻金法第十九條條文修正草案,1044委15221,姚文智,姚文智,1,15,116,民進黨,區域立委
802536,1041211,食品回收法草案,1722委18179,姚文智,姚文智,1,15,0,民進黨,區域立委
802804,1041127,海洋污染防治法第四條及第五條條文修正草案,962委18147,姚文智,姚文智,1,15,0,民進黨,區域立委
802808,1010918,海洋委員會海巡署組織法草案,1603委13769,姚文智,姚文智,1,15,2,民進黨,區域立委
802814,1010918,海洋委員會組織法草案,1603委13768,姚文智,姚文智,1,15,19,民進黨,區域立委
803169,1040116,國定紀念日及節日實施條例草案,1169委17449,姚文智,姚文智,1,15,0,民進黨,區域立委
805476,1040116,護理人員法部分條文修正草案,1155委17448,姚文智,姚文智,1,15,9,民進黨,區域立委
800697,1010918,公寓大廈管理條例第二十七條條文修正草案,委13755,段宜康,段宜康,1,15,19,民進黨,不分區立委
800764,1041211,公職人員財產申報法第六條條文修正草案,委18191,段宜康,段宜康,1,15,5,民進黨,不分區立委
801224,1040529,立法院各委員會召集委員選舉辦法部分條文修正草案,委17823,段宜康,段宜康,1,15,0,民進黨,不分區立委
801231,1040529,立法院各委員會組織法部分條文修正草案,委17823,段宜康,段宜康,1,15,3,民進黨,不分區立委
801268,1040529,立法院職權行使法第五十五條條文修正草案,委17823,段宜康,段宜康,1,15,12,民進黨,不分區立委
801619,1040529,行刑累進處遇條例第二十八條條文修正草案,委17824,段宜康,段宜康,1,15,1,民進黨,不分區立委
802635,1010918,食品衛生管理法部分條文修正草案,1722委13754,段宜康,段宜康,1,15,1,民進黨,不分區立委
800530,1011102,公共債務法第四條、第六條及第十條條文修正草案,委14151,翁重鈞,翁重鈞,1,15,611,國民黨,區域立委
803446,1020531,貨物稅條例刪除第九條條文草案,184委15201,翁重鈞,翁重鈞,1,15,90,國民黨,區域立委
804354,1011228,農藥管理法部分條文修正草案,811委14578,翁重鈞,翁重鈞,1,15,14,國民黨,區域立委
801358,1031205,全民健康保險法第三十一條條文修正草案,委17270,張嘉郡,張嘉郡,1,15,27,國民黨,區域立委
800324,1041120,中華民國刑法第三百二十四條條文修正草案,委18104,許添財,許添財,1,15,4,民進黨,區域立委
800754,1040612,公營事業移轉民營條例第六條條文修正草案,委17895,許添財,許添財,1,15,0,民進黨,區域立委
801925,1030418,姓名條例第七條條文修正草案,67委16188,許添財,許添財,1,15,8,民進黨,區域立委
802672,1031121,香港澳門關係條例第三十一條條文修正草案,1669委17234,許添財,許添財,1,15,0,民進黨,區域立委
801565,1040529,老人福利法第三條條文修正草案,委17819,許智傑,許智傑,1,15,41,民進黨,區域立委
801988,1041211,性侵害犯罪防治法第十三條條文修正草案,1642委18182,陳其邁,陳其邁,1,15,14,民進黨,不分區立委
802754,1041211,家庭暴力防治法第五十條之一條文修正草案,1761委18181,陳其邁,陳其邁,1,15,4,民進黨,不分區立委
803433,1041211,船員法部分條文修正草案,1701委18180,陳其邁,陳其邁,1,15,1,民進黨,不分區立委
800374,1040612,中華民國刑法增訂第二百七十一條之一條文草案,委17902,陳怡潔,陳怡潔,1,15,7,親民黨,不分區立委
801691,1020524,住宅法第三條及第四條條文修正草案,委15084,陳怡潔,陳怡潔,1,15,28,親民黨,不分區立委
801869,1030314,兒童及少年福利與權益保障法第九十一條條文修正草案,932委16112,陳怡潔,陳怡潔,1,15,74,親民黨,不分區立委
800643,1041023,公務人員退休撫卹基金管理委員會組織條例修正草案,委18023,陳明文,陳明文,1,15,0,民進黨,區域立委
801292,1021108,立法院議事規則第六十一條條文修正草案,委15560,陳明文,陳明文,1,15,177,民進黨,區域立委
802291,1041030,金融機構合併法部分條文修正草案,801委18042,陳明文,陳明文,1,15,31,民進黨,區域立委
800383,1021227,中華民國紅十字會法第二十九條條文修正草案,委15950,陳亭妃,陳亭妃,1,15,4,民進黨,區域立委
800561,1021227,公益勸募條例第六條條文修正草案,委15949,陳亭妃,陳亭妃,1,15,60,民進黨,區域立委
801179,1021220,民營公用事業監督條例增訂第七條之一條文草案,委15895,陳亭妃,陳亭妃,1,15,0,民進黨,區域立委
801749,1040529,災害防救法第二十二條條文修正草案,委17807,陳亭妃,陳亭妃,1,15,5,民進黨,區域立委
801880,1040529,兒童及少年福利與權益保障法第三十三條條文修正草案,932委17810,陳亭妃,陳亭妃,1,15,13,民進黨,區域立委
802791,1040529,氣象法第七條條文修正草案,1214委17808,陳亭妃,陳亭妃,1,15,4,民進黨,區域立委
803236,1040529,國家賠償法刪除第十三條條文草案,1049委17809,陳亭妃,陳亭妃,1,15,1,民進黨,區域立委
803256,1021220,國營事業管理法第二十條及第二十條之一條文修正草案,1722委15894,陳亭妃,陳亭妃,1,15,24,民進黨,區域立委
804486,1021220,電業法第五十九條及第六十條條文修正草案,660委15893,陳亭妃,陳亭妃,1,15,13,民進黨,區域立委
800493,1010918,公民投票法修正草案,1574委13829,陳唐山,陳唐山,1,15,498,民進黨,區域立委
800274,1010413,中華民國刑法第一百三十一條條文修正草案,委13151,陳根德,陳根德,1,15,114,國民黨,區域立委
800277,1040327,中華民國刑法第一百六十五條條文修正草案,委17539,陳根德,陳根德,1,15,3,國民黨,區域立委
802264,1040515,金融消費者保護法第二十四條條文修正草案,1043委17723,陳根德,陳根德,1,15,10,國民黨,區域立委
803010,1010427,動物用藥品管理法第四十條條文修正草案,1722委13332,陳根德,陳根德,1,15,8,國民黨,區域立委
804371,1030912,道路交通管理處罰條例第七條之二條文修正草案,756委16965,陳根德,陳根德,1,15,338,國民黨,區域立委
801494,1040410,地方制度法第四條條文修正草案,委17571,陳素月,陳素月,1,15,366,民進黨,區域立委
801041,1021122,幼兒教育及照顧法第七條及第十八條條文修正草案,委15634,陳淑慧,陳淑慧,1,15,102,國民黨,區域立委
801046,1030502,幼兒教育及照顧法第十八條條文修正草案,委16327,陳淑慧,陳淑慧,1,15,102,國民黨,區域立委
803393,1031107,產業創新條例第十條條文修正草案,1539委17200,陳淑慧,陳淑慧,1,15,174,國民黨,區域立委
800884,1030502,心理師法修正草案,委16339,陳節如,陳節如,1,15,3,民進黨,不分區立委
801697,1040417,住宅法部分條文修正草案,委17605,陳節如,陳節如,1,15,66,民進黨,不分區立委
802730,1040106,家事事件法第一百六十五條條文修正草案,1058委17400,陳節如,陳節如,1,15,117,民進黨,不分區立委
803712,1010316,勞工保險條例第六條、第七條及第八條條文修正草案,468委13006,陳節如,陳節如,1,15,24,民進黨,不分區立委
802248,1030530,空氣污染防制法第三十一條條文修正草案,970委16551,陳歐珀,陳歐珀,1,15,3,民進黨,區域立委
802430,1030530,政治獻金法第三十條條文修正草案,1044委16549,陳歐珀,陳歐珀,1,15,189,民進黨,區域立委
803481,1021018,通訊保障及監察法第五條、第十二條及第十五條條文修正草案,1407委15481,陳歐珀,陳歐珀,1,15,429,民進黨,區域立委
804151,1020531,菸酒稅法第七條條文修正草案,1462委15203,陳歐珀,陳歐珀,1,15,43,民進黨,區域立委
804367,1041211,道路交通管理處罰條例第七十八條條文修正草案,756委18178,陳歐珀,陳歐珀,1,15,18,民進黨,區域立委
804159,1040106,菸酒管理法第三十一條及第三十二條條文修正草案,1746委17408,曾巨威,曾巨威,1,15,1,國民黨,不分區立委
800301,1030109,中華民國刑法第二百二十二條及第二百二十七條條文修正草案,委16054,黃志雄,黃志雄,1,15,14,國民黨,區域立委
800479,1040417,公司法增訂第二百三十五條之一條文草案,委17584,黃志雄,黃志雄,1,15,206,國民黨,區域立委
800706,1030109,公寓大廈管理條例第八條條文修正草案,委16061,黃志雄,黃志雄,1,15,6,國民黨,區域立委
801051,1021129,幼兒教育及照顧法第十五條及第十八條條文修正草案,委15674,黃志雄,黃志雄,1,15,102,國民黨,區域立委
801511,1031017,地籍清理條例第十四條、第十五條及第三十一條條文修正草案,委17095,黃志雄,黃志雄,1,15,8,國民黨,區域立委
801568,1030103,老人福利法第四十二條條文修正草案,委16026,黃志雄,黃志雄,1,15,41,國民黨,區域立委
801866,1040915,兒童及少年福利與權益保障法第一百條條文修正草案,932委17954,黃志雄,黃志雄,1,15,2,國民黨,區域立委
803154,1030109,國有財產法第五十二條之二條文修正草案,754委16055,黃志雄,黃志雄,1,15,12,國民黨,區域立委
803365,1030509,教師法第十一條條文修正草案,1559委16394,黃志雄,黃志雄,1,15,25,國民黨,區域立委
803379,1030516,教師待遇條例草案,1559委16413,黃志雄,黃志雄,1,15,27,國民黨,區域立委
803696,1040605,勞工保險條例第六十三條條文修正草案,468委17843,黃志雄,黃志雄,1,15,13,國民黨,區域立委
803795,1040122,勞動基準法第七十九條條文修正草案,1121委17468,黃志雄,黃志雄,1,15,393,國民黨,區域立委
804003,1031205,就業保險法第十一條條文修正草案,468委17269,黃志雄,黃志雄,1,15,77,國民黨,區域立委
801507,1010302,地政士法部分條文修正草案,委12913,黃昭順,黃昭順,1,15,64,國民黨,區域立委
801926,1010918,宗教團體法草案,1641委13809,黃昭順,黃昭順,1,15,9,國民黨,區域立委
802778,1010323,核子損害賠償法第十八條、第二十四條及第二十八條條文修正草案,1640委13067,黃昭順,黃昭順,1,15,9,國民黨,區域立委
800602,1020503,公務人員俸給法第二十一條條文修正草案,委14945,黃偉哲,黃偉哲,1,15,3,民進黨,區域立委
801157,1040605,民法第四百九十四條及第四百九十五條條文修正草案,委17849,黃偉哲,黃偉哲,1,15,0,民進黨,區域立委
801322,1041127,企業併購法第十條條文修正草案,委18150,黃偉哲,黃偉哲,1,15,11,民進黨,區域立委
802097,1030425,所得稅法第四條條文修正草案,225委16272,黃偉哲,黃偉哲,1,15,114,民進黨,區域立委
802423,1031226,政治獻金法第十二條條文修正草案,1044委17360,黃偉哲,黃偉哲,1,15,37,民進黨,區域立委
802529,1020924,軍事審判法部分條文修正草案,335委15361,黃偉哲,黃偉哲,1,15,577,民進黨,區域立委
802557,1031114,食品安全衛生管理法第四十四條及第四十四條之一條文修正草案,1722委17214,黃偉哲,黃偉哲,1,15,468,民進黨,區域立委
803001,1021129,健康食品管理法第十七條條文修正草案,1722委15648,黃偉哲,黃偉哲,1,15,8,民進黨,區域立委
803260,1020409,國營事業管理法第二十條條文修正草案,1722委14784,黃偉哲,黃偉哲,1,15,15,民進黨,區域立委
803286,1021129,專利法第一百四十三條條文修正草案,474委15645,黃偉哲,黃偉哲,1,15,31,民進黨,區域立委
803409,1040605,票據法第五十一條條文修正草案,86委17848,黃偉哲,黃偉哲,1,15,0,民進黨,區域立委
